CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Empresarial;Data_Nome_Empresarial;Nome_Empresarial_Anterior;Data_Constituicao;Codigo_CVM;Data_Registro_CVM;Categoria_Registro_CVM;Data_Categoria_Registro_CVM;Situacao_Registro_CVM;Data_Situacao_Registro_CVM;Pais_Origem;Pais_Custodia_Valores_Mobiliarios;Setor_Atividade;Descricao_Atividade;Situacao_Emissor;Data_Situacao_Emissor;Especie_Controle_Acionario;Data_Especie_Controle_Acionario;Dia_Encerramento_Exercicio_Social;Mes_Encerramento_Exercicio_Social;Data_Alteracao_Exercicio_Social;Pagina_Web
00.354.053/0001-00;2010-01-01;1;374;LOJAS ARAPUA S/A;1995-06-21;COMMERCE IMPORTAÇÃO E COMÉRCIO S/A.;1993-12-22;015083;1995-10-09;Categoria A;2010-01-01;Ativo;1995-10-09;Brasil;Brasil;Comércio (Atacado e Varejo);Comércio por atacado e varejo, desenvolvido em lojas e magazines compreendendo bens duráveis e de consumo.;Fase Operacional;2000-12-31;Privado;1993-12-22;31;12;2009-12-31;
00.359.742/0001-08;2010-01-01;2;1905;INEPAR TELECOMUNICAÇÕES SA;1999-12-22;IRIDIUM BRASIL S.A.;1994-12-20;015423;1996-02-28;Categoria A;2010-01-01;Ativo;1996-02-28;Brasil;Brasil;Telecomunicações;Participação em empresas do setor de telecomunicações.;Paralisada;2002-09-30;Privado;;31;12;;www.inepar.com.br
00.383.281/0001-09;2010-01-01;2;508;BNDES PARTICIPAÇÕES S.A. - BNDESPAR;1982-06-30;FIBASE;1974-09-04;016772;1998-01-13;Categoria B;2010-01-01;Ativo;1998-01-14;Brasil;Brasil;Emp. Adm. Part. - Sem Setor Principal;;Fase Operacional;1998-01-14;Estatal;;31;12;;http://www.bndes.gov.br
00.514.998/0001-42;2010-01-01;1;527;ELETRON SA;;;1995-01-25;016209;1997-04-15;Categoria A;2010-01-01;Ativo;1997-04-15;Brasil;Brasil;Emp. Adm. Part. - Sem Setor Principal;Participação em outras sociedades.;Fase Operacional;1997-04-15;Privado;2004-03-02;31;12;1995-01-25;
00.545.378/0001-70;2010-01-01;2;2874;SERRA AZUL WATER PARK SA;;;1995-03-09;014966;1995-07-26;Categoria A;2010-01-01;Ativo;1995-07-26;Brasil;Brasil;Emp. Adm. Part. - Brinquedos e Lazer;Administração e Exploração de Parque Aquático;Fase Operacional;2001-03-31;Privado;2009-10-02;31;12;2009-12-31;www.wetnwild.com.br
00.644.907/0001-93;2010-01-01;2;2248;INVESTCO S/A;;;1995-05-31;018589;2000-02-04;Categoria A;2010-01-01;Ativo;2000-02-04;Brasil;Brasil;Energia Elétrica;Geração de Energia Elétrica;Fase Operacional;2001-12-31;Privado;;31;12;;www.investco.com.br
00.649.881/0001-76;2010-01-01;3;1575;GTD PARTICIPACOES SA;1995-05-29;;1995-05-29;014915;1995-06-27;Categoria A;2010-01-01;Ativo;1995-06-27;Brasil;Brasil;Emp. Adm. Part. - Energia Elétrica;;Fase Operacional;2000-12-31;Privado Holding;1997-12-31;31;12;;
00.743.065/0001-27;2010-01-01;4;3658;LITEL PARTICIPACOES SA;1995-07-21;;1995-07-21;015091;1995-10-18;Categoria A;2010-01-01;Ativo;1995-10-18;Brasil;Brasil;Emp. Adm. Part. - Extração Mineral;;Fase Operacional;2000-12-31;Privado;1997-04-24;31;12;;
00.776.574/0001-56;2010-01-01;1;324;B2W - COMPANHIA GLOBAL DO VAREJO;2007-03-31;TV SKY SHOP S.A.;1995-08-22;020990;2007-07-26;Categoria A;2010-01-01;Ativo;2007-07-26;Brasil;Brasil;Comércio (Atacado e Varejo);Comércio varejista e atacadista em geral de quaisquer bens e serviços através de diversos meios, em especial da Internet, sem restrição a outros meios.;Fase Operacional;2007-07-26;Privado;2005-08-31;31;12;;http://www.b2winc.com
00.861.626/0001-92;2010-01-01;2;2849;CONCESSIONÁRIA RODOVIA PRESIDENTE DUTRA S/A;;;1995-10-02;019577;2004-08-16;Categoria B;2010-01-01;Ativo;2004-08-16;Brasil;Brasil;Emp. Adm. Part. - Serviços Transporte e Logística;Concessionárias de rodovias, pontes, túneis e serviços relacionados.;Fase Operacional;2004-08-16;Privado Holding;2001-06-22;31;12;2009-12-31;www.novadutra.com.br
00.864.214/0001-06;2010-01-01;1;444;ENERGISA SA;1998-02-25;SIDEPAR PARTICIPAÇÕES S.A.;1995-08-09;015253;1995-12-20;Categoria A;2010-01-01;Ativo;1995-12-20;Brasil;Brasil;Emp. Adm. Part. - Energia Elétrica;;Fase Operacional;2001-03-31;Privado Holding;1995-08-09;31;12;1995-08-09;www.energisa.com.br
00.866.577/0001-80;2010-01-01;1;1287;SAUIPE SA;;;1998-07-17;015261;1995-12-20;Categoria A;2010-01-01;Ativo;1995-12-20;Brasil;Brasil;Hospedagem e Turismo;DESENVOLVIMENTO DO COMPLEXO TURÍSTICO DE SAUÍPE.;Fase Operacional;1998-10-08;Privado;2008-12-31;31;12;2010-02-23;www.costadosauipe.com.br
00.897.864/0001-58;2010-01-01;2;1912;SANTA CATARINA PART INVEST SA;;;1995-11-13;015199;1995-12-13;Categoria B;2010-01-01;Ativo;1995-12-13;Brasil;Brasil;Emp. Adm. Part. - Intermediação Financeira;;Fase Operacional;1995-12-13;Estatal;;31;12;;
00.924.429/0001-75;2010-01-01;1;315;FERROVIA CENTRO ATLANTICA SA;1996-06-28;Vassouras Participações S.A.;1995-08-14;015369;1996-02-12;Categoria A;2010-01-01;Ativo;1996-02-12;Brasil;Brasil;Serviços Transporte e Logística;Serviço de Transporte Ferroviário;Fase Operacional;1996-02-12;Privado;;31;12;;www.fcasa.com.br
00.924.432/0001-99;2010-01-01;2;3989;HOPI HARI S/A;2002-04-30;PARQUE TEMÁTICO PLAYCENTER S/A;1995-08-14;015377;1996-02-13;Categoria A;2010-01-01;Ativo;1996-02-13;Brasil;Brasil;Hospedagem e Turismo;93.21-2-00 - Parques de diversão e parques temáticos;Fase Operacional;1999-11-27;Privado Holding;2009-06-18;31;12;;www.hopihari.com.br
00.938.574/0001-05;2010-01-01;2;3976;CONCESSIONARIA RIO-TERESOPOLIS SA;;;1995-11-07;019208;2001-12-26;Categoria A;2010-01-01;Ativo;2001-12-26;Brasil;Brasil;Serviços Transporte e Logística;Administração, Operação e Conservação de Rodovia;Fase Operacional;2001-12-26;Privado;1995-11-07;31;12;;www.crt.com.br
00.979.969/0001-56;2010-01-01;2;2275;CAIXA ADM DIV PUB ESTADUAL SA;1995-12-28;;1995-12-28;015717;1996-09-04;Categoria B;2010-01-01;Ativo;1996-09-04;Brasil;Brasil;Securitização de Recebíveis;Emitir e colocar no mercado obrigações, adquirir, alienar e dar em garantia ativos, créditos, títulos e valores mobiliários.;Fase Operacional;1996-09-04;Estatal;1995-12-28;31;12;;http//:www.cadip.com.br
00.994.533/0001-36;2010-01-01;2;1781;COMERCIAL QUINTELLA COM EXP SA;1996-01-22;COMERCIAL QUINTELLA COM EXP LTDA;1985-03-12;015652;1996-07-18;Categoria A;2010-01-01;Ativo;1996-07-18;Brasil;Brasil;Serviços Transporte e Logística;Transporte Multimodal de Cargas e Comércio;Fase Operacional;1996-07-18;Privado;1996-05-20;31;12;;
01.027.058/0001-91;2010-01-01;4;3550;Cielo S.A.;2009-12-14;Cia Brasileira de Meios de Pagamento;1995-11-23;021733;2009-06-25;Categoria A;2010-01-01;Ativo;2009-06-25;Brasil;Brasil;Intermediação Financeira;Empresa prestadora de serviços de adquirência e meios de pagamento.;Fase Operacional;2009-06-25;Privado;2009-06-29;31;12;;www.cielo.com.br
01.083.200/0001-18;2010-01-01;1;328;NEOENERGIA S.A;2004-10-13;GUARANIANA S.A.;1996-02-14;015539;1996-05-08;Categoria A;2010-01-01;Ativo;1996-05-08;Brasil;Brasil;Emp. Adm. Part. - Energia Elétrica;Participação em outras sociedades;Fase Operacional;2001-03-31;Privado;;31;12;;www.neoenergia.com
01.104.937/0001-70;2010-01-01;1;530;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;2008-09-02;LIGHT PARTICIPAÇÕES S.A - LIGHTPAR;1996-01-20;015784;1996-09-30;Categoria A;2010-01-01;Ativo;1996-09-30;Brasil;Brasil;Emp. Adm. Part. - Energia Elétrica;A ELETROPAR tem por objeto social principal a participação no capital social da ELETROPAULO - Eletricidade de São Paulo S.A., concessionária de serviços pub. de energia elét., e de outras sociedades.;Fase Operacional;1996-09-30;Estatal Holding;;31;12;;www.eletrobraspar.com
01.109.184/0001-95;2010-01-01;2;863;UNIVERSO ONLINE SA;2003-09-15;UNIVERSO ONLINE LTDA;1996-07-15;019887;2005-12-14;Categoria A;2010-01-01;Ativo;2005-12-14;Brasil;Brasil;Telecomunicações;PROVEDORES DE ACESSO AS REDES DE TELECOMUNICAÇÕES;Fase Operacional;2005-12-14;Privado;1996-07-15;31;12;2009-12-31;www.uol.com.br
01.258.943/0001-81;2010-01-01;1;240;ITAITINGA PARTICIPACOES SA;2004-04-30;Saquarema Participações S.A.;1996-04-30;015865;1996-11-07;Categoria A;2010-01-01;Ativo;1996-11-07;Brasil;Brasil;Emp. Adm. Part. - Sem Setor Principal;A Companhia tem por objeto social a participação em outras sociedades, comerciais e civis, como sócia, acionista ou quotista, no país ou no exterior.;Fase Operacional;1996-11-07;Privado Holding;2004-04-30;31;12;1996-04-30;
01.258.944/0001-26;2010-01-01;3;1924;ALL - AMÉRICA LATINA LOGÍSTICA MALHA SUL S.A.;2008-06-23;ALL - América Latina Logística do Brasil S.A.;1996-04-30;015709;1996-08-29;Categoria B;2010-01-01;Ativo;1996-08-29;Brasil;Brasil;Serviços Transporte e Logística;Prestar serviço de transporte ferroviário e armazenagens de cargas.;Fase Operacional;1996-08-29;Privado;1999-04-03;31;12;;www.all-logistica.com
01.258.945/0001-70;2010-01-01;1;239;GRUÇAI PARTICIPAÇÕES SA;1996-04-30;;1996-04-30;015695;1996-08-28;Categoria A;2010-01-01;Ativo;1996-08-28;Brasil;Brasil;Emp. Adm. Part. - Serviços Transporte e Logística;A Companhia tem por objeto social a participação em outras sociedades, comerciais e civis, como sócia, acionista ou quotista, no país ou no exterior.;Fase Operacional;1996-08-28;Privado Holding;2010-04-19;31;12;1996-04-30;
01.319.044/0001-41;2010-01-01;1;551;WTC AMAZONAS SUITE HOTEL S.A.;;;1996-06-01;015741;1996-09-18;Categoria A;2010-01-01;Ativo;1996-09-18;Brasil;Brasil;Emp. Adm. Part. - Sem Setor Principal;ALUGUEL DE IMÓVEIS;Fase Pré-Operacional;1996-09-18;Privado;2006-04-28;31;12;2009-12-31;www.servlease.com.br
01.355.994/0001-21;2010-01-01;1;490;ITA ENERGETICA S/A;;;1996-07-22;018910;2001-03-21;Categoria A;2010-01-01;Ativo;2001-03-21;Brasil;Brasil;Energia Elétrica;Geração de enérgia elétrica;Fase Operacional;2001-03-21;Privado;2000-12-26;31;12;;
01.386.256/0001-41;2010-01-01;2;1450;VOTORANTIM FINANÇAS SA;;;1996-12-20;018988;2001-07-13;Categoria B;2010-01-01;Ativo;2001-07-13;Brasil;Brasil;Comércio (Atacado e Varejo);PARTICIPAÇÃO EM OUTRAS SOCIEDADES;Fase Operacional;2001-07-13;Privado;;31;12;2009-12-31;www.bancovotorantim.com.br
01.417.222/0001-77;2010-01-01;2;1652;MRS LOGÍSTICA S/A;;;1996-06-30;017949;1998-11-13;Categoria A;2010-01-01;Ativo;1998-11-13;Brasil;Brasil;Serviços Transporte e Logística;Serviços de Transporte Ferroviário de Cargas;Fase Operacional;1998-11-13;Privado;2006-04-11;31;12;2010-12-31;www.mrs.com.br
01.425.787/0001-04;2010-01-01;3;3140;REDECARD S/A;;REDECARD S.A.;1996-09-02;020893;2007-07-11;Categoria A;2010-01-01;Ativo;2007-07-11;Brasil;Brasil;Emp. Adm. Part. - Sem Setor Principal;captura, transmissão, processamento dos dados e liquidação das transações decorrentes do uso de cartões de crédito e/ou de débito;Fase Operacional;2007-07-11;Privado;2009-03-30;31;12;;www.redecard.com.br
01.545.826/0001-07;2010-01-01;3;3563;GAFISA SA;1997-12-16;inhauma participações s.a;1996-11-12;016101;1997-02-21;Categoria A;2010-01-01;Ativo;1997-02-21;Brasil;Brasil;Construção Civil, Mat. Constr. e Decoração;;Fase Operacional;1997-02-21;Estrangeiro;;31;12;2009-12-31;www.gafisa.com.br
01.547.749/0001-16;2010-01-01;1;176;521 PARTICIPAÇOES SA;;;1996-07-30;016330;1997-07-11;Categoria A;2010-01-01;Ativo;1997-07-11;Brasil;Brasil;Emp. Adm. Part. - Energia Elétrica;Participação direta ou indireta em outras sociedades, empreendimentos e consórcios, como acionistas, sócia, quotista ou consorciada.;Fase Operacional;2000-12-31;Privado;1998-04-07;31;12;;
01.548.981/0001-79;2010-01-01;2;2581;INVESTIMENTOS BEMGE S.A.;2001-04-24;Financeira Bemge S.A. Crédito, Financiamento e Investimento;1964-03-05;006041;1977-07-20;Categoria A;2010-01-01;Ativo;1977-07-20;Brasil;Brasil;Emp. Adm. Part. - Sem Setor Principal;Investimentos;Fase Operacional;1966-09-27;Privado;;31;12;;
01.608.571/0001-76;2010-01-01;1;548;BELAPART SA;;;1997-04-23;016233;1997-04-23;Categoria A;2010-01-01;Ativo;1997-04-23;Brasil;Brasil;Emp. Adm. Part. - Sem Setor Principal;Participação em outras sociedades.;Fase Operacional;1997-04-23;Privado;2004-03-02;31;12;1997-04-23;
01.616.929/0001-02;2010-01-01;1;556;SANEAMENTO DE GOIAS SA;;;1967-09-13;019186;2001-12-11;Categoria B;2010-01-01;Ativo;2001-12-11;Brasil;Brasil;Saneamento, Serv. Água e Gás;;Fase Operacional;2001-12-11;Estatal;;31;12;;www.saneago.com.br
01.654.604/0001-14;2010-01-01;1;233;CONCES DA ROD OSÓRIO-POA S/A - CONCEPA;;;1998-08-11;017590;1998-08-11;Categoria A;2010-01-01;Ativo;1998-08-11;Brasil;Brasil;Construção Civil, Mat. Constr. e Decoração;Concessionária da Rodovia BR 290 com cobrança de pedágio;Fase Operacional;1998-08-11;Privado;;31;12;;www.concepa.com.br
01.685.903/0001-16;2010-01-01;3;1477;AMERICEL SA;;;1997-02-18;016195;1997-03-26;Categoria A;2010-01-01;Ativo;1997-03-26;Brasil;Brasil;Telecomunicações;;Fase Operacional;1997-03-26;Privado;;31;12;2009-12-31;página em construção
01.772.313/0001-20;2010-01-01;1;535;VALETRON SA;;;1997-04-14;016225;1997-04-23;Categoria A;2010-01-01;Ativo;1997-04-23;Brasil;Brasil;Emp. Adm. Part. - Sem Setor Principal;Participação em outras sociedades.;Fase Operacional;1997-04-23;Privado;2004-03-02;31;12;1997-04-14;
01.832.635/0001-18;2010-01-01;1;422;TAM S.A.;2002-09-17;TAM - Companhia de Investimentos em Transportes;1997-05-12;016390;1997-08-08;Categoria A;2010-01-01;Ativo;1997-08-08;Brasil;Brasil;Serviços Transporte e Logística;A TAM S.A. é uma sociedade holding com o objetivo específico de participar, administrar e concentrar suas participações em empresas de transporte aéreo, e atividades relacionadas.;Fase Operacional;2001-03-31;Privado Holding;;31;12;;www.tam.com.br/ri
01.838.723/0001-27;2010-01-01;1;378;BRF - BRASIL FOODS SA;2009-07-08;Perdigão S.A.;1934-08-18;016292;1997-06-24;Categoria A;2010-01-01;Ativo;1997-06-24;Brasil;Brasil;Alimentos;Holding Operacional;Fase Operacional;2001-03-31;Privado Holding;2010-04-27;31;12;2009-12-31;www.brasilfoods.com
01.851.771/0001-55;2010-01-01;1;483;524 PARTICIPAÇOES SA;;;1997-04-02;016284;1997-05-30;Categoria A;2010-01-01;Ativo;1997-05-30;Brasil;Brasil;Emp. Adm. Part. - Sem Setor Principal;Holding - participação em outras sociedades;Fase Operacional;1997-05-30;Privado;1997-07-18;31;12;1997-04-02;
01.858.774/0001-10;2010-01-01;1;494;BV LEASING - ARRENDAMENTO MERCANTIL S.A.;;;1996-10-23;020133;2006-06-23;Categoria B;2010-01-01;Ativo;2006-06-23;Brasil;Brasil;Arrendamento Mercantil;Arendamento Mercantil;Fase Operacional;2006-06-23;Privado;;31;12;2010-12-31;www.bancovotorantim.com.br
01.896.779/0001-38;2010-01-01;2;3966;CSU CARDSYSTEM S/A;1998-08-27;CARDSYSTEM UPSI S/A;1997-04-18;020044;2006-04-25;Categoria A;2010-01-01;Ativo;2006-04-25;Brasil;Brasil;Emp. Adm. Part. - Sem Setor Principal;Terceirização em administração e processamento de meios eletrônicos de pagamento, Infraestrutura e gestão em terceirização de contact center, Desenvolvimento e gestão operacional de programas de marke;Fase Operacional;2006-04-25;Privado;2006-04-25;31;12;;www.csu.com.br
01.917.705/0001-30;2010-01-01;2;3741;AES ELPA SA;2001-11-21;AES Elpa Ltda;1997-06-23;019313;2002-10-14;Categoria A;2010-01-01;Ativo;2002-10-14;Brasil;Brasil;Emp. Adm. Part. - Energia Elétrica;O objeto social da Companhia é a participação em outras sociedades como quotista, acionista ou membro de consórcio.;Fase Operacional;2002-10-14;Privado Holding;1997-06-23;31;12;;
01.938.783/0001-11;2010-01-01;1;1254;CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA;;;1997-05-14;018708;2000-07-26;Categoria A;2010-01-01;Ativo;2000-07-26;Brasil;Brasil;Emp. Adm. Part. - Sem Setor Principal;Participações em outras sociedades, na qualidade de sócia e/ou quotista e administração de bens próprios;Fase Operacional;2000-07-26;Privado;;31;12;;
01.957.772/0001-89;2010-01-01;2;4033;SUL 116 PARTICIPAÇÕES S.A.;2005-02-10;OPPORTUNITY SUL 116;1997-06-05;016438;1997-09-03;Categoria A;2010-01-01;Ativo;1997-09-03;Brasil;Brasil;Emp. Adm. Part. - Sem Setor Principal;participação em outras sociedades, comerciais ou civis, nacionais ou estrangeiras, como sócia. acionista ou quotista e a participação, como quotista, em fundos de investimento constuidos regularmente;Fase Operacional;1997-09-03;Privado;2009-07-30;31;12;;http://sul116participacoes.mzweb.com.br
01.971.614/0001-83;2010-01-01;1;546;EMP.NAC.C., RÉDITO E PART. S.A. ENCORPAR;;;1997-05-30;016497;1997-10-07;Categoria A;2010-01-01;Ativo;1997-10-07;Brasil;Brasil;Emp. Adm. Part. - Têxtil e Vestuário;Holding;Fase Operacional;1997-10-07;Privado Holding;;31;12;;www.encorpar.com.br
01.989.044/0001-59;2010-01-01;1;1242;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;;;1997-06-16;016551;1997-10-30;Categoria A;2010-01-01;Ativo;1997-10-31;Brasil;Brasil;Emp. Adm. Part. - Sem Setor Principal;Participação em administração;Fase Pré-Operacional;1997-10-31;Privado;2002-07-29;31;12;2009-12-31;www.servlease.com.br
02.016.439/0001-38;2010-01-01;2;138;RIO GRANDE ENERGIA SA;;CIA NORTE NORDESTE DISTRIB.EN.ELÉTRICA;1997-07-28;016535;1997-10-13;Categoria B;2010-01-01;Ativo;1997-10-13;Brasil;Brasil;Energia Elétrica;PRESTAÇÃO DE SERVIÇO PÚBLICO DE DITRIBUIÇÃO DE ENERGIA ELÉTRICA;Fase Operacional;1997-10-13;Privado;2007-12-18;31;12;;www.cpfl.com.br
02.016.440/0001-62;2010-01-01;1;1012;AES SUL DISTRIB. GAÚCHA DE ENERGIA S.A.;1997-12-01;Companhia Centro-Oeste de Distribuição de Energia Elétrica;1997-07-28;016527;1997-10-13;Categoria B;2010-01-01;Ativo;1997-10-13;Brasil;Brasil;Energia Elétrica;Distribuição de Energia Elétrica;Fase Operacional;1997-10-13;Privado Holding;1997-10-21;31;12;;www.aessul.com.br
02.062.747/0001-08;2010-01-01;1;501;SUDESTE SA;2009-05-08;Opportunity Sudeste S.A.;1997-07-22;016586;1997-11-10;Categoria A;2010-01-01;Ativo;1997-11-10;Brasil;Brasil;Emp. Adm. Part. - Sem Setor Principal;Participação em outras sociedades.;Fase Operacional;2003-08-31;Privado;2009-05-07;31;12;2009-05-08;
02.084.220/0001-76;2010-01-01;1;533;SANTOS-BRASIL SA;;;1997-09-05;016446;1997-09-16;Categoria A;2010-01-01;Ativo;1997-09-16;Brasil;Brasil;Serviços Transporte e Logística;Exploração comercial de operações com contêineres ou afins, envolvendo a recuperação das instalações, atualização tecnológica e gerencial e expansão das instalações.;Fase Operacional;1997-09-16;Privado Holding;2007-10-24;31;12;;www.santosbrasil.com.br
02.105.040/0001-23;2010-01-01;1;2202;CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO;;;1997-07-31;018287;1999-05-31;Categoria A;2010-01-01;Ativo;1999-05-31;Brasil;Brasil;Securitização de Recebíveis;;Fase Operacional;1999-05-31;Privado;;31;12;;www.cibrasec.com.br
02.107.946/0001-87;2010-01-01;4;2160;TELEMAR PARTICIPAÇÕES SA;1998-10-09;GUANACO PARTICIPAÇÕES S/A;1997-07-29;018678;2000-07-11;Categoria B;2010-01-01;Ativo;2000-07-11;Brasil;Brasil;Emp. Adm. Part. - Telecomunicações;Administração e Participação;Fase Operacional;2000-07-11;Privado;2009-07-03;31;12;2009-12-31;www.oi.com.br
02.117.801/0001-67;2010-01-01;4;3352;BONAIRE PARTICIPAÇOES SA;1997-08-29;;1997-08-29;016560;1997-11-03;Categoria A;2010-01-01;Ativo;1997-11-03;Brasil;Brasil;Emp. Adm. Part. - Energia Elétrica;;Fase Operacional;2000-12-31;Privado;1997-11-04;31;12;;
02.149.205/0001-69;2010-01-01;3;1677;PORTO SEGURO SA;;;1997-09-22;016659;1997-11-28;Categoria A;2010-01-01;Ativo;1997-11-28;Brasil;Brasil;Emp. Adm. Part. - Seguradoras e Corretoras;Gestão de Participações Societárias (holding);Fase Operacional;1997-11-28;Privado;2009-11-30;31;12;2009-12-31;www.portoseguro.com.br
